Ð§¹û	ÊÇ·ñÇ°×º	ÎåÐÐÒªÇó	µÈ¼¶ÒªÇó	ÊôÐÔµ÷ÕûÀà±ð	²ÎÊý1×îÐ¡Öµ	²ÎÊý1×î´óÖµ	²ÎÊý2×îÐ¡Öµ	²ÎÊý2×î´óÖµ	²ÎÊý3×îÐ¡Öµ	²ÎÊý3×î´óÖµ	Ð§¹ûËµÃ÷
ÐÂ´ò»÷»Ø¸´£¨20¼¶£©				245	200	200	-1	-1	0	0	0
Ô­ÅÜËÙ£¨1¼¶£©				111	50	60	-1	-1	0	0	0
Ô­ÅÜËÙ£¨2¼¶£©				111	60	70	-1	-1	0	0	0
Ô­ÅÜËÙ£¨3¼¶£©				111	70	80	-1	-1	0	0	0
Ô­ÅÜËÙ£¨4¼¶£©				111	80	90	-1	-1	0	0	0
Ô­ÅÜËÙ£¨5¼¶£©				111	90	100	-1	-1	0	0	0
Ô­ÅÜËÙ£¨6¼¶£©				111	100	110	-1	-1	0	0	0
Ô­ÅÜËÙ£¨7¼¶£©				111	110	120	-1	-1	0	0	0
Ô­ÅÜËÙ£¨8¼¶£©				111	120	130	-1	-1	0	0	0
Ô­ÅÜËÙ£¨9¼¶£©				111	130	140	-1	-1	0	0	0
Ô­ÅÜËÙ£¨10¼¶£©				111	140	150	-1	-1	0	0	0
Ô­ÅÜËÙ£¨11¼¶£©				111	150	160	-1	-1	0	0	0
Ô­ÅÜËÙ£¨12¼¶£©				111	160	170	-1	-1	0	0	0
Ô­ÅÜËÙ£¨13¼¶£©				111	170	180	-1	-1	0	0	0
Ô­ÅÜËÙ£¨14¼¶£©				111	180	190	-1	-1	0	0	0
Ô­ÅÜËÙ£¨15¼¶£©				111	190	200	-1	-1	0	0	0
Ô­ÅÜËÙ£¨16¼¶£©				111	200	210	-1	-1	0	0	0
Ô­ÅÜËÙ£¨17¼¶£©				111	210	220	-1	-1	0	0	0
Ô­ÅÜËÙ£¨18¼¶£©				111	220	230	-1	-1	0	0	0
Ô­ÅÜËÙ£¨19¼¶£©				111	230	240	-1	-1	0	0	0
Ô­ÅÜËÙ£¨20¼¶£©				111	240	250	-1	-1	0	0	0
Ô­ÖØ»÷£¨1¼¶£©				227	2	2	-1	-1	0	0	0
Ô­ÖØ»÷£¨2¼¶£©				227	2	2	-1	-1	0	0	0
Ô­ÖØ»÷£¨3¼¶£©				227	2	2	-1	-1	0	0	0
Ô­ÖØ»÷£¨4¼¶£©				227	2	2	-1	-1	0	0	0
Ô­ÖØ»÷£¨5¼¶£©				227	2	2	-1	-1	0	0	0
Ô­ÖØ»÷£¨6¼¶£©				227	2	4	-1	-1	0	0	0
Ô­ÖØ»÷£¨7¼¶£©				227	4	4	-1	-1	0	0	0
Ô­ÖØ»÷£¨8¼¶£©				227	4	6	-1	-1	0	0	0
Ô­ÖØ»÷£¨9¼¶£©				227	6	6	-1	-1	0	0	0
Ô­ÖØ»÷£¨10¼¶£©				227	6	8	-1	-1	0	0	0
Ô­ÖØ»÷£¨11¼¶£©				227	8	8	-1	-1	0	0	0
Ô­ÖØ»÷£¨12¼¶£©				227	8	10	-1	-1	0	0	0
Ô­ÖØ»÷£¨13¼¶£©				227	10	10	-1	-1	0	0	0
Ô­ÖØ»÷£¨14¼¶£©				227	10	12	-1	-1	0	0	0
Ô­ÖØ»÷£¨15¼¶£©				227	12	12	-1	-1	0	0	0
Ô­ÖØ»÷£¨16¼¶£©				227	12	14	-1	-1	0	0	0
Ô­ÖØ»÷£¨17¼¶£©				227	14	14	-1	-1	0	0	0
Ô­ÖØ»÷£¨18¼¶£©				227	14	16	-1	-1	0	0	0
Ô­ÖØ»÷£¨19¼¶£©				227	16	16	-1	-1	0	0	0
Ô­ÖØ»÷£¨20¼¶£©				227	16	18	-1	-1	0	0	0
Ô­¸ñµ²£¨1¼¶£©				226	2	2	-1	-1	0	0	0
Ô­¸ñµ²£¨2¼¶£©				226	2	2	-1	-1	0	0	0
Ô­¸ñµ²£¨3¼¶£©				226	2	2	-1	-1	0	0	0
Ô­¸ñµ²£¨4¼¶£©				226	2	2	-1	-1	0	0	0
Ô­¸ñµ²£¨5¼¶£©				226	2	2	-1	-1	0	0	0
Ô­¸ñµ²£¨6¼¶£©				226	2	4	-1	-1	0	0	0
Ô­¸ñµ²£¨7¼¶£©				226	4	4	-1	-1	0	0	0
Ô­¸ñµ²£¨8¼¶£©				226	4	6	-1	-1	0	0	0
Ô­¸ñµ²£¨9¼¶£©				226	6	6	-1	-1	0	0	0
Ô­¸ñµ²£¨10¼¶£©				226	6	8	-1	-1	0	0	0
Ô­¸ñµ²£¨11¼¶£©				226	8	8	-1	-1	0	0	0
Ô­¸ñµ²£¨12¼¶£©				226	8	10	-1	-1	0	0	0
Ô­¸ñµ²£¨13¼¶£©				226	10	10	-1	-1	0	0	0
Ô­¸ñµ²£¨14¼¶£©				226	10	12	-1	-1	0	0	0
Ô­¸ñµ²£¨15¼¶£©				226	12	12	-1	-1	0	0	0
Ô­¸ñµ²£¨16¼¶£©				226	12	14	-1	-1	0	0	0
Ô­¸ñµ²£¨17¼¶£©				226	14	14	-1	-1	0	0	0
Ô­¸ñµ²£¨18¼¶£©				226	14	16	-1	-1	0	0	0
Ô­¸ñµ²£¨19¼¶£©				226	16	16	-1	-1	0	0	0
Ô­¸ñµ²£¨20¼¶£©				226	16	18	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨1¼¶£©				123	20	40	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨2¼¶£©				123	40	60	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨3¼¶£©				123	60	80	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨4¼¶£©				123	80	100	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨5¼¶£©				123	100	120	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨6¼¶£©				123	120	140	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨7¼¶£©				123	140	160	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨8¼¶£©				123	160	180	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨9¼¶£©				123	198	200	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨10¼¶£©				123	200	220	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨11¼¶£©				123	220	240	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨12¼¶£©				123	240	260	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨13¼¶£©				123	260	280	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨14¼¶£©				123	280	300	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨15¼¶£©				123	300	320	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨16¼¶£©				123	320	340	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨17¼¶£©				123	340	360	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨18¼¶£©				123	360	380	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨19¼¶£©				123	380	400	-1	-1	0	0	0
Ô­Íâ±ùµãÊý£¨20¼¶£©				123	400	420	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨1¼¶£©				243	4	4	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨2¼¶£©				243	6	6	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨3¼¶£©				243	8	8	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨4¼¶£©				243	10	20	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨5¼¶£©				243	20	30	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨6¼¶£©				243	40	50	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨7¼¶£©				243	60	70	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨8¼¶£©				243	80	90	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨9¼¶£©				243	100	110	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨10¼¶£©				243	120	130	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨11¼¶£©				243	140	150	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨12¼¶£©				243	160	170	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨13¼¶£©				243	180	190	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨14¼¶£©				243	200	210	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨15¼¶£©				243	220	230	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨16¼¶£©				243	240	250	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨17¼¶£©				243	260	270	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨18¼¶£©				243	280	290	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨19¼¶£©				243	300	310	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É£¨20¼¶£©				243	320	330	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ81				239	162	162	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ101				239	202	202	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ126				239	252	252	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ158				239	316	316	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ201				239	402	402	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ261				239	522	522	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ81				240	162	162	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ101				240	202	202	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ126				240	252	252	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ158				240	316	316	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ201				240	402	402	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ261				240	522	522	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ29				239	58	58	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ29				240	58	58	-1	-1	0	0	0
Ô­ÌåÁ¦(1¼¶)				93	20	20	-1	-1	0	0	0
Ô­ÌåÁ¦(2¼¶)				93	60	60	-1	-1	0	0	0
Ô­ÌåÁ¦(3¼¶)				93	100	100	-1	-1	0	0	0
Ô­ÌåÁ¦(4¼¶)				93	140	140	-1	-1	0	0	0
Ô­ÌåÁ¦(5¼¶)				93	180	180	-1	-1	0	0	0
Ô­ÌåÁ¦(6¼¶)				93	220	220	-1	-1	0	0	0
Ô­ÌåÁ¦(7¼¶)				93	260	260	-1	-1	0	0	0
Ô­ÌåÁ¦(8¼¶)				93	300	300	-1	-1	0	0	0
Ô­ÌåÁ¦(9¼¶)				93	340	340	-1	-1	0	0	0
Ô­ÌåÁ¦(10¼¶)				93	380	380	-1	-1	0	0	0
Ô­ÌåÁ¦(11¼¶)				93	420	420	-1	-1	0	0	0
Ô­ÌåÁ¦(12¼¶)				93	460	460	-1	-1	0	0	0
Ô­ÌåÁ¦(13¼¶)				93	500	500	-1	-1	0	0	0
Ô­ÌåÁ¦(14¼¶)				93	540	540	-1	-1	0	0	0
Ô­ÌåÁ¦(15¼¶)				93	580	580	-1	-1	0	0	0
Ô­ÌåÁ¦(16¼¶)				93	620	620	-1	-1	0	0	0
Ô­ÌåÁ¦(17¼¶)				93	660	660	-1	-1	0	0	0
Ô­ÌåÁ¦(18¼¶)				93	700	700	-1	-1	0	0	0
Ô­ÌåÁ¦(19¼¶)				93	740	740	-1	-1	0	0	0
Ô­ÌåÁ¦(20¼¶)				93	780	780	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(1¼¶)				246	200	200	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(2¼¶)				246	400	400	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(3¼¶)				246	600	600	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(4¼¶)				246	800	800	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(5¼¶)				246	1000	1000	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(6¼¶)				246	1200	1200	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(7¼¶)				246	1400	1400	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(8¼¶)				246	1600	1600	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(9¼¶)				246	1800	1800	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(10¼¶)				246	2000	2000	-1	-1	0	0	0
ÎåÐÐÈõ»¯Öµ(1¼¶)				247	200	200	-1	-1	0	0	0
ÎåÐÐÈõ»¯Öµ(2¼¶)				247	400	400	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(3¼¶)				247	600	600	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(4¼¶)				247	800	800	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(5¼¶)				247	1000	1000	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(6¼¶)				247	1200	1200	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(7¼¶)				247	1400	1400	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(8¼¶)				247	1600	1600	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(9¼¶)				247	1800	1800	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(10¼¶)				247	2000	2000	-1	-1	0	0	0
ºáÉ¨Ç§¾ü2				139	6	6	-1	-1	319	319	0
ÎÞÏàÕ¶				139	6	6	-1	-1	321	321	0
×··ç¾÷				139	6	6	-1	-1	325	325	0
×·ÐÇÖðÔÂ				139	6	6	-1	-1	323	323	0
ÆÆÌìÕ¶				139	6	6	-1	-1	322	322	0
Èý¶ëö«Ñ©				139	6	6	-1	-1	328	328	0
·çËªËéÓ°				139	6	6	-1	-1	380	380	0
±ù×ÙÎÞÓ°				139	6	6	-1	-1	336	336	0
±ùÐÄÏÉ×Ó				139	6	6	-1	-1	337	337	0
Òõ·çÊ´¹Ç				139	6	6	-1	-1	353	353	0
ÐþÒõÕ¶				139	6	6	-1	-1	355	355	0
Éå»êÔÂÓ°				139	6	6	-1	-1	339	339	0
±©ÓêÀæ»¨				139	6	6	-1	-1	302	302	0
¾Å¹¬·ÉÐÇ				139	6	6	-1	-1	342	342	0
·ÉÁúÔÚÌì				139	6	6	-1	-1	357	357	0
ÌìÏÂÎÞ¹·				139	6	6	-1	-1	359	359	0
ÔÆÁú»÷				139	6	6	-1	-1	361	361	0
ÌìÍâÁ÷ÐÇ				139	6	6	-1	-1	362	362	0
ÌìµØÎÞ¼«1				139	6	6	-1	-1	365	365	0
ÈË½£ºÏÒ»				139	6	6	-1	-1	368	368	0
°ÁÑ©Ð¥·ç				139	6	6	-1	-1	372	372	0
À×¶¯¾ÅÌì				139	6	6	-1	-1	375	375	0
ÉúÃü»Ø¸´Ð§ÂÊ(1¼¶)				190	2	2	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(2¼¶)				190	4	4	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(3¼¶)				190	6	6	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(4¼¶)				190	8	8	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(5¼¶)				190	10	10	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(6¼¶)				190	12	12	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(7¼¶)				190	14	14	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(8¼¶)				190	16	16	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(9¼¶)				190	18	18	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(10¼¶)				190	20	20	-1	-1	0	0	0
ÍâÆÕ%£¨1¼¶£©				126	10	10	-1	-1	6	6	0
ÍâÆÕ%£¨2¼¶£©				126	20	20	-1	-1	6	6	0
ÍâÆÕ%£¨3¼¶£©				126	30	30	-1	-1	6	6	0
ÍâÆÕ%£¨4¼¶£©				126	40	40	-1	-1	6	6	0
ÍâÆÕ%£¨5¼¶£©				126	50	50	-1	-1	6	6	0
ÍâÆÕ%£¨6¼¶£©				126	60	60	-1	-1	6	6	0
ÍâÆÕ%£¨7¼¶£©				126	70	70	-1	-1	6	6	0
ÍâÆÕ%£¨8¼¶£©				126	80	80	-1	-1	6	6	0
ÍâÆÕ%£¨9¼¶£©				126	90	90	-1	-1	6	6	0
ÍâÆÕ%£¨10¼¶£©				126	100	100	-1	-1	6	6	0
ÍâÆÕ%£¨11¼¶£©				126	110	110	-1	-1	6	6	0
ÍâÆÕ%£¨12¼¶£©				126	120	120	-1	-1	6	6	0
ÍâÆÕ%£¨13¼¶£©				126	130	130	-1	-1	6	6	0
ÍâÆÕ%£¨14¼¶£©				126	140	140	-1	-1	6	6	0
ÍâÆÕ%£¨15¼¶£©				126	150	150	-1	-1	6	6	0
ÍâÆÕ%£¨16¼¶£©				126	160	160	-1	-1	6	6	0
ÍâÆÕ%£¨17¼¶£©				126	170	170	-1	-1	6	6	0
ÍâÆÕ%£¨18¼¶£©				126	180	180	-1	-1	6	6	0
ÍâÆÕ%£¨19¼¶£©				126	190	190	-1	-1	6	6	0
ÍâÆÕ%£¨20¼¶£©				126	200	200	-1	-1	6	6	0
ÐÐÁú²»Óê				139	2	2	-1	-1	14	14	0
ÉÙÁÖÈ­·¨1				139	2	2	-1	-1	8	8	0
Áú×¦»¢×¥				139	2	2	-1	-1	271	271	0
½ð¸Õ·üÄ§				139	2	2	-1	-1	10	10	0
ÉÙÁÖ¹÷·¨				139	2	2	-1	-1	4	4	0
ºáÉ¨ÁùºÏ				139	2	2	-1	-1	11	11	0
ÉÙÁÖµ¶·¨				139	2	2	-1	-1	6	6	0
Ä¦Ú­ÎÞÁ¿				139	2	2	-1	-1	19	19	0
Õ¶Áú¾÷				139	2	2	-1	-1	29	29	0
ÌìÍõ´¸·¨				139	2	2	-1	-1	26	26	0
ÐÐÔÆ¾÷				139	2	2	-1	-1	31	31	0
³ËÁú¾÷				139	2	2	-1	-1	324	324	0
»Ø·çÂäÑã				139	2	2	-1	-1	30	30	0
ÌìÍõÇ¹·¨				139	2	2	-1	-1	23	23	0
Ñô¹ØÈýµþ				139	2	2	-1	-1	35	35	0
ÑªÕ½°Ë·½				139	2	2	-1	-1	41	41	0
¾ªÀ×Õ¶				139	2	2	-1	-1	34	34	0
ÌìÍõµ¶·¨				139	2	2	-1	-1	24	24	0
ÆÃ·çÕ¶				139	2	2	-1	-1	37	37	0
ÎÞÐÄÕ¶				139	2	2	-1	-1	32	32	0
Ò»Ò¶ÖªÇï				139	2	2	-1	-1	85	85	0
¶ëáÒ½£·¨				139	2	2	-1	-1	77	77	0
ÍÆ´°ÍûÔÂ				139	2	2	-1	-1	385	385	0
²»Ãð²»¾ø				139	2	2	-1	-1	88	88	0
Æ®Ñ©´©ÔÆ				139	2	2	-1	-1	80	80	0
¶ëáÒÕÆ·¨1				139	2	2	-1	-1	79	79	0
ËÄÏóÍ¬¹é				139	2	2	-1	-1	82	82	0
·ð¹âÆÕÕÕ1				139	2	2	-1	-1	91	91	0
·ç»¨Ñ©ÔÂ				139	2	2	-1	-1	99	99	0
´äÑÌµ¶·¨				139	2	2	-1	-1	95	95	0
Óê´òÀæ»¨				139	2	2	-1	-1	105	105	0
ÄÁÒ°Á÷ÐÇ				139	2	2	-1	-1	108	108	0
·ç¾í²ÐÑ©				139	2	2	-1	-1	102	102	0
´äÑÌË«µ¶1				139	2	2	-1	-1	97	97	0
¸¡ÔÆÉ¢Ñ©				139	2	2	-1	-1	113	113	0
±Ìº£³±Éú				139	2	2	-1	-1	111	111	0
¶¾É°ÕÆ				139	2	2	-1	-1	63	63	0
Îå¶¾ÕÆ·¨				139	2	2	-1	-1	62	62	0
ÓÄÚ¤÷¼÷Ã				139	2	2	-1	-1	68	68	0
Ììî¸µØÉ·ÊÖ				139	2	2	-1	-1	71	71	0
Ñªµ¶¶¾É±				139	2	2	-1	-1	65	65	0
Îå¶¾µ¶·¨				139	2	2	-1	-1	60	60	0
°Ù¶¾´©ÐÄ				139	2	2	-1	-1	384	384	0
Öì¸òÇàÚ¤				139	2	2	-1	-1	74	74	0
Åùö¨µ¯				139	2	2	-1	-1	45	45	0
ÌÆÃÅ°µÆ÷				139	2	2	-1	-1	43	43	0
×·ÐÄ¼ý				139	2	2	-1	-1	50	50	0
Ð¡Àî·Éµ¶				139	2	2	-1	-1	249	249	0
ÂþÌì»¨Óê				139	2	2	-1	-1	54	54	0
ÌìÂÞµØÍø				139	2	2	-1	-1	58	58	0
¶á»êïÚ				139	2	2	-1	-1	47	47	0
É¢»¨ïÚ				139	2	2	-1	-1	341	341	0
¼ûÈËÉìÊÖ				139	2	2	-1	-1	122	122	0
Ø¤°ïÕÆ·¨				139	2	2	-1	-1	116	116	0
½µÁúÕÆ				139	2	2	-1	-1	274	274	0
¿ºÁúÓÐ»Ú1				139	2	2	-1	-1	128	128	0
ÑØÃÅÍÐ²§				139	2	2	-1	-1	119	119	0
Ø¤°ï°ô·¨				139	2	2	-1	-1	115	115	0
´ò¹·Õó				139	2	2	-1	-1	124	124	0
°ô´ò¶ñ¹·				139	2	2	-1	-1	125	125	0
²ÐÑôÈçÑª				139	2	2	-1	-1	135	135	0
ÌìÈÌÃ¬·¨				139	2	2	-1	-1	132	132	0
ÁÒ»ðÇéÌì				139	2	2	-1	-1	141	141	0
ÍµÌì»»ÈÕ				139	2	2	-1	-1	142	142	0
µ¯Ö¸ÁÒÑæ				139	2	2	-1	-1	145	145	0
ÌìÈÌµ¶·¨				139	2	2	-1	-1	131	131	0
ÍÆÉ½Ìîº£1				139	2	2	-1	-1	138	138	0
Ä§Ñ×ÆßÉ±1				139	2	2	-1	-1	148	148	0
Å­À×Ö¸				139	2	2	-1	-1	153	153	0
Îäµ±È­·¨				139	2	2	-1	-1	152	152	0
°þ¼°¶ø¸´1				139	2	2	-1	-1	164	164	0
ÎÞÎÒÎÞ½£1				139	2	2	-1	-1	165	165	0
²×º£Ã÷ÔÂ				139	2	2	-1	-1	155	155	0
Îäµ±½£·¨				139	2	2	-1	-1	151	151	0
½£·É¾ªÌì				139	2	2	-1	-1	158	158	0
Èý»·Ì×ÔÂ				139	2	2	-1	-1	267	267	0
ºô·ç·¨				139	2	2	-1	-1	169	169	0
À¥ÂØµ¶·¨				139	2	2	-1	-1	167	167	0
Ò»ÆøÈýÇå·û				139	2	2	-1	-1	178	178	0
¿ñ·çÖèµç				139	2	2	-1	-1	176	176	0
¿ñÀ×ÕðµØ				139	2	2	-1	-1	179	179	0
À¥ÂØ½£·¨				139	2	2	-1	-1	168	168	0
Ìì¼ÊÑ¸À×				139	2	2	-1	-1	172	172	0
ÎåÀ×Õý·¨				139	2	2	-1	-1	182	182	0
ÐÐÁú²»Óê				139	4	4	-1	-1	14	14	0
ÉÙÁÖÈ­·¨1				139	4	4	-1	-1	8	8	0
Áú×¦»¢×¥				139	4	4	-1	-1	271	271	0
½ð¸Õ·üÄ§				139	4	4	-1	-1	10	10	0
ÉÙÁÖ¹÷·¨				139	4	4	-1	-1	4	4	0
ºáÉ¨ÁùºÏ				139	4	4	-1	-1	11	11	0
ÉÙÁÖµ¶·¨				139	4	4	-1	-1	6	6	0
Ä¦Ú­ÎÞÁ¿				139	4	4	-1	-1	19	19	0
Õ¶Áú¾÷				139	4	4	-1	-1	29	29	0
ÌìÍõ´¸·¨				139	4	4	-1	-1	26	26	0
ÐÐÔÆ¾÷				139	4	4	-1	-1	31	31	0
³ËÁú¾÷				139	4	4	-1	-1	324	324	0
»Ø·çÂäÑã				139	4	4	-1	-1	30	30	0
ÌìÍõÇ¹·¨				139	4	4	-1	-1	23	23	0
Ñô¹ØÈýµþ				139	4	4	-1	-1	35	35	0
ÑªÕ½°Ë·½				139	4	4	-1	-1	41	41	0
¾ªÀ×Õ¶				139	4	4	-1	-1	34	34	0
ÌìÍõµ¶·¨				139	4	4	-1	-1	24	24	0
ÆÃ·çÕ¶				139	4	4	-1	-1	37	37	0
ÎÞÐÄÕ¶				139	4	4	-1	-1	32	32	0
Ò»Ò¶ÖªÇï				139	4	4	-1	-1	85	85	0
¶ëáÒ½£·¨				139	4	4	-1	-1	77	77	0
ÍÆ´°ÍûÔÂ				139	4	4	-1	-1	385	385	0
²»Ãð²»¾ø				139	4	4	-1	-1	88	88	0
Æ®Ñ©´©ÔÆ				139	4	4	-1	-1	80	80	0
¶ëáÒÕÆ·¨1				139	4	4	-1	-1	79	79	0
ËÄÏóÍ¬¹é				139	4	4	-1	-1	82	82	0
·ð¹âÆÕÕÕ1				139	4	4	-1	-1	91	91	0
·ç»¨Ñ©ÔÂ				139	4	4	-1	-1	99	99	0
´äÑÌµ¶·¨				139	4	4	-1	-1	95	95	0
Óê´òÀæ»¨				139	4	4	-1	-1	105	105	0
ÄÁÒ°Á÷ÐÇ				139	4	4	-1	-1	108	108	0
·ç¾í²ÐÑ©				139	4	4	-1	-1	102	102	0
´äÑÌË«µ¶1				139	4	4	-1	-1	97	97	0
¸¡ÔÆÉ¢Ñ©				139	4	4	-1	-1	113	113	0
±Ìº£³±Éú				139	4	4	-1	-1	111	111	0
¶¾É°ÕÆ				139	4	4	-1	-1	63	63	0
Îå¶¾ÕÆ·¨				139	4	4	-1	-1	62	62	0
ÓÄÚ¤÷¼÷Ã				139	4	4	-1	-1	68	68	0
Ììî¸µØÉ·ÊÖ				139	4	4	-1	-1	71	71	0
Ñªµ¶¶¾É±				139	4	4	-1	-1	65	65	0
Îå¶¾µ¶·¨				139	4	4	-1	-1	60	60	0
°Ù¶¾´©ÐÄ				139	4	4	-1	-1	384	384	0
Öì¸òÇàÚ¤				139	4	4	-1	-1	74	74	0
Åùö¨µ¯				139	4	4	-1	-1	45	45	0
ÌÆÃÅ°µÆ÷				139	4	4	-1	-1	43	43	0
×·ÐÄ¼ý				139	4	4	-1	-1	50	50	0
Ð¡Àî·Éµ¶				139	4	4	-1	-1	249	249	0
ÂþÌì»¨Óê				139	4	4	-1	-1	54	54	0
ÌìÂÞµØÍø				139	4	4	-1	-1	58	58	0
¶á»êïÚ				139	4	4	-1	-1	47	47	0
É¢»¨ïÚ				139	4	4	-1	-1	341	341	0
¼ûÈËÉìÊÖ				139	4	4	-1	-1	122	122	0
Ø¤°ïÕÆ·¨				139	4	4	-1	-1	116	116	0
½µÁúÕÆ				139	4	4	-1	-1	274	274	0
¿ºÁúÓÐ»Ú1				139	4	4	-1	-1	128	128	0
ÑØÃÅÍÐ²§				139	4	4	-1	-1	119	119	0
Ø¤°ï°ô·¨				139	4	4	-1	-1	115	115	0
´ò¹·Õó				139	4	4	-1	-1	124	124	0
°ô´ò¶ñ¹·				139	4	4	-1	-1	125	125	0
²ÐÑôÈçÑª				139	4	4	-1	-1	135	135	0
ÌìÈÌÃ¬·¨				139	4	4	-1	-1	132	132	0
ÁÒ»ðÇéÌì				139	4	4	-1	-1	141	141	0
